"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","A27","B28","C29","D30","E31","F32","G33","H34","I35","J36","K37","L38","M39","N40","O41","P42","Q43","R44","S45","T46","U47","V48","W49","X50","Y51","Z52","A53","B54","C55","D56","E57","F58","G59","H60","I61","J62","K63","L64","M65","N66","O67","P68","Q69","R70","S71"
"1","Banco Azteca","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"2","LOS INTERESES SON ALTOS","136","61.3","84","58.7","52","65.8","67","58.3","69","64.5","23","51.1","38","69.1","24","64.9","22","62.9","29","58","36","65.5","39","54.9","32","59.3","29","69","4","13.3","8","36.4","12","85.7","14","48.3","13","65","24","77.4","4","44.4","38","80.9","19","95","49","73.1","11","73.3","11","73.3","15","44.1","36","65.5","14","38.9","14","42.4","44","68.8","7","33.3","7","70","8","88.9","4","66.7"
"3","NO ME DA CONFIANZA","28","12.6","20","14","8","10.1","12","10.4","16","15","8","17.8","3","5.5","5","13.5","5","14.3","7","14","6","10.9","4","5.6","9","16.7","9","21.4","10","33.3","3","13.6","0","0","2","6.9","2","10","8","25.8","2","22.2","1","2.1","0","0","7","10.4","0","0","0","0","8","23.5","7","12.7","6","16.7","6","18.2","8","12.5","6","28.6","0","0","0","0","0","0"
"4","FALTA INFORMACIÓN DEL BANCO","15","6.8","13","9.1","2","2.5","10","8.7","5","4.7","3","6.7","6","10.9","1","2.7","1","2.9","4","8","4","7.3","4","5.6","5","9.3","2","4.8","9","30","0","0","0","0","1","3.4","0","0","0","0","0","0","5","10.6","0","0","3","4.5","0","0","0","0","6","17.6","3","5.5","3","8.3","6","18.2","5","7.8","2","9.5","0","0","0","0","0","0"
"5","ME HAN DADO MALAS REFERENCIAS DEL BANCO","14","6.3","10","7","4","5.1","8","7","6","5.6","4","8.9","1","1.8","2","5.4","1","2.9","6","12","2","3.6","4","5.6","4","7.4","4","9.5","0","0","0","0","0","0","4","13.8","0","0","3","9.7","1","11.1","6","12.8","0","0","4","6","0","0","0","0","0","0","6","10.9","4","11.1","3","9.1","6","9.4","0","0","1","10","0","0","0","0"
"6","TIENE POCAS SUCURSALES/CAJEROS","7","3.2","3","2.1","4","5.1","4","3.5","3","2.8","1","2.2","0","0","1","2.7","0","0","5","10","3","5.5","1","1.4","3","5.6","0","0","4","13.3","1","4.5","0","0","0","0","1","5","1","3.2","0","0","0","0","0","0","1","1.5","0","0","0","0","2","5.9","0","0","4","11.1","0","0","1","1.6","2","9.5","0","0","0","0","0","0"
"7","MALA ATENCIÓN Y SERVICIO","9","4.1","6","4.2","3","3.8","4","3.5","5","4.7","0","0","3","5.5","3","8.1","1","2.9","2","4","4","7.3","4","5.6","0","0","1","2.4","2","6.7","1","4.5","0","0","1","3.4","3","15","1","3.2","0","0","0","0","1","5","2","3","1","6.7","2","13.3","2","5.9","1","1.8","1","2.8","1","3","2","3.1","0","0","1","10","1","11.1","1","16.7"
"8","NO SABE/NO CONTESTO","1","0.5","0","0","1","1.3","1","0.9","0","0","0","0","0","0","0","0","1","2.9","0","0","1","1.8","0","0","0","0","0","0","0","0","0","0","0","0","1","3.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.8","0","0","0","0","0","0","0","0","0","0","0","0"
"9","NO TENGO PROBLEMA, SI LO SOLICITARIA","9","4.1","3","2.1","6","7.6","3","2.6","6","5.6","0","0","3","5.5","1","2.7","3","8.6","2","4","2","3.6","7","9.9","0","0","0","0","0","0","2","9.1","1","7.1","5","17.2","0","0","0","0","0","0","0","0","1","5","4","6","2","13.3","0","0","0","0","1","1.8","2","5.6","0","0","2","3.1","0","0","0","0","0","0","1","16.7"
"10","COBRAN MUCHAS COMISIONES","2","0.9","1","0.7","1","1.3","1","0.9","1","0.9","1","2.2","0","0","0","0","0","0","1","2","0","0","2","2.8","0","0","0","0","0","0","0","0","0","0","0","0","1","5","1","3.2","0","0","0","0","0","0","1","1.5","0","0","0","0","0","0","1","1.8","0","0","0","0","1","1.6","0","0","0","0","0","0","0","0"
"11","PIDEN MUCHOS REQUISITOS","6","2.7","4","2.8","2","2.5","4","3.5","2","1.9","2","4.4","0","0","2","5.4","2","5.7","0","0","2","3.6","2","2.8","2","3.7","0","0","0","0","1","4.5","3","21.4","1","3.4","0","0","0","0","0","0","1","2.1","0","0","2","3","0","0","1","6.7","2","5.9","0","0","1","2.8","0","0","1","1.6","3","14.3","0","0","0","0","0","0"
"12","NO ME INTERESA UN CRÉDITO","5","2.3","4","2.8","1","1.3","4","3.5","1","0.9","1","2.2","1","1.8","1","2.7","0","0","2","4","2","3.6","2","2.8","1","1.9","0","0","1","3.3","2","9.1","0","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","1","6.7","1","2.9","1","1.8","2","5.6","1","3","0","0","3","14.3","0","0","0","0","0","0"
"13","NO ME GUSTA EL BANCO","5","2.3","5","3.5","0","0","4","3.5","1","0.9","2","4.4","1","1.8","1","2.7","1","2.9","0","0","0","0","2","2.8","2","3.7","1","2.4","0","0","2","9.1","0","0","1","3.4","1","5","0","0","0","0","1","2.1","0","0","2","3","0","0","0","0","0","0","3","5.5","0","0","1","3","3","4.7","0","0","1","10","0","0","0","0"
"14","NO SOY SUJETO DE CRÉDITO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","NO CUBRE MIS NECESIDADES","3","1.4","3","2.1","0","0","1","0.9","2","1.9","3","6.7","0","0","0","0","0","0","0","0","0","0","3","4.2","0","0","0","0","0","0","0","0","0","0","1","3.4","1","5","1","3.2","0","0","0","0","0","0","0","0","0","0","1","6.7","0","0","2","3.6","0","0","1","3","1","1.6","0","0","0","0","1","11.1","0","0"
"16","ES UN BANCO PARA GENTE RICA","1","0.5","1","0.7","0","0","1","0.9","0","0","0","0","1","1.8","0","0","0","0","0","0","0","0","1","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11.1","0","0","0","0","0","0","1","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","0"
"17","POR LOS PLAZOS Y FRECUENCIA DE PAGOS","6","2.7","1","0.7","5","6.3","2","1.7","4","3.7","0","0","3","5.5","1","2.7","2","5.7","0","0","1","1.8","2","2.8","1","1.9","2","4.8","1","3.3","3","13.6","0","0","0","0","0","0","0","0","1","11.1","1","2.1","0","0","2","3","1","6.7","0","0","0","0","0","0","3","8.3","0","0","0","0","0","0","0","0","1","11.1","0","0"
"18","","197","88.7","128","89.5","69","87.3","104","90.4","93","86.9","42","93.3","50","90.9","32","86.5","31","88.6","42","84","47","85.5","65","91.5","49","90.7","36","85.7","29","96.7","21","95.5","12","85.7","27","93.1","16","80","23","74.2","9","100","41","87.2","19","95","57","85.1","14","93.3","14","93.3","32","94.1","49","89.1","31","86.1","33","100","54","84.4","19","90.5","9","90","7","77.8","6","100"
"19","Total","222","100","143","100","79","100","115","100","107","100","45","100","55","100","37","100","35","100","50","100","55","100","71","100","54","100","42","100","30","100","22","100","14","100","29","100","20","100","31","100","9","100","47","100","20","100","67","100","15","100","15","100","34","100","55","100","36","100","33","100","64","100","21","100","10","100","9","100","6","100"
"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21","Banamex","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"22","LOS INTERESES SON ALTOS","68","48.6","48","47.1","20","52.6","36","45.6","32","52.5","12","57.1","13","54.2","17","45.9","14","45.2","12","44.4","12","48","22","50","18","40","16","61.5","13","52","10","33.3","16","72.7","4","30.8","8","29.6","0","0","11","73.3","6","100","0","NaN","9","37.5","9","69.2","7","38.9","15","45.5","14","56","14","51.9","6","50","14","51.9","13","38.2","9","69.2","6","54.5","0","0"
"23","NO ME DA CONFIANZA","7","5","7","6.9","0","0","3","3.8","4","6.6","1","4.8","0","0","0","0","1","3.2","5","18.5","2","8","1","2.3","4","8.9","0","0","0","0","1","3.3","0","0","0","0","5","18.5","1","50","0","0","0","0","0","NaN","0","0","1","7.7","2","11.1","1","3","1","4","2","7.4","0","0","1","3.7","3","8.8","0","0","1","9.1","2","40"
"24","FALTA INFORMACIÓN DEL BANCO","1","0.7","1","1","0","0","1","1.3","0","0","0","0","0","0","1","2.7","0","0","0","0","0","0","1","2.3","0","0","0","0","0","0","0","0","0","0","1","7.7","0","0","0","0","0","0","0","0","0","NaN","1","4.2","0","0","0","0","0","0","0","0","0","0","0","0","1","3.7","0","0","0","0","0","0","0","0"
"25","ME HAN DADO MALAS REFERENCIAS DEL BANCO","5","3.6","3","2.9","2","5.3","2","2.5","3","4.9","0","0","1","4.2","3","8.1","1","3.2","0","0","2","8","2","4.5","1","2.2","0","0","1","4","1","3.3","0","0","2","15.4","0","0","0","0","1","6.7","0","0","0","NaN","2","8.3","0","0","0","0","0","0","2","8","1","3.7","1","8.3","2","7.4","0","0","0","0","0","0","0","0"
"26","TIENE POCAS SUCURSALES/CAJEROS","4","2.9","3","2.9","1","2.6","2","2.5","2","3.3","0","0","1","4.2","3","8.1","0","0","0","0","0","0","2","4.5","1","2.2","1","3.8","0","0","2","6.7","0","0","0","0","1","3.7","1","50","0","0","0","0","0","NaN","0","0","0","0","1","5.6","2","6.1","0","0","1","3.7","1","8.3","0","0","2","5.9","0","0","0","0","0","0"
"27","MALA ATENCIÓN Y SERVICIO","21","15","18","17.6","3","7.9","11","13.9","10","16.4","6","28.6","6","25","3","8.1","3","9.7","3","11.1","3","12","4","9.1","7","15.6","7","26.9","2","8","8","26.7","3","13.6","0","0","5","18.5","0","0","3","20","0","0","0","NaN","0","0","1","7.7","3","16.7","11","33.3","4","16","2","7.4","2","16.7","2","7.4","9","26.5","1","7.7","3","27.3","1","20"
"28","NO SABE/NO CONTESTO","1","0.7","1","1","0","0","1","1.3","0","0","1","4.8","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","1","2.9","0","0","0","0","0","0"
"29","NO TENGO PROBLEMA, SI LO SOLICITARIA","5","3.6","3","2.9","2","5.3","4","5.1","1","1.6","0","0","2","8.3","2","5.4","0","0","1","3.7","1","4","2","4.5","1","2.2","1","3.8","1","4","0","0","1","4.5","2","15.4","1","3.7","0","0","0","0","0","0","0","NaN","1","4.2","0","0","1","5.6","2","6.1","1","4","0","0","1","8.3","0","0","0","0","1","7.7","0","0","1","20"
"30","COBRAN MUCHAS COMISIONES","2","1.4","2","2","0","0","2","2.5","0","0","0","0","0","0","1","2.7","1","3.2","0","0","0","0","2","4.5","0","0","0","0","0","0","1","3.3","0","0","1","7.7","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","1","3","1","4","0","0","1","8.3","0","0","0","0","1","7.7","0","0","0","0"
"31","PIDEN MUCHOS REQUISITOS","12","8.6","9","8.8","3","7.9","4","5.1","8","13.1","2","9.5","1","4.2","2","5.4","0","0","7","25.9","2","8","3","6.8","4","8.9","3","11.5","0","0","4","13.3","5","22.7","1","7.7","2","7.4","0","0","0","0","0","0","0","NaN","2","8.3","0","0","1","5.6","4","12.1","1","4","4","14.8","1","8.3","2","7.4","6","17.6","0","0","0","0","0","0"
"32","NO ME INTERESA UN CRÉDITO","9","6.4","5","4.9","4","10.5","7","8.9","2","3.3","0","0","2","8.3","2","5.4","4","12.9","1","3.7","3","12","2","4.5","4","8.9","0","0","1","4","2","6.7","1","4.5","0","0","5","18.5","0","0","0","0","0","0","0","NaN","1","4.2","1","7.7","2","11.1","2","6.1","1","4","2","7.4","0","0","1","3.7","2","5.9","0","0","2","18.2","0","0"
"33","NO ME GUSTA EL BANCO","5","3.6","3","2.9","2","5.3","3","3.8","2","3.3","0","0","2","8.3","1","2.7","2","6.5","0","0","0","0","2","4.5","3","6.7","0","0","2","8","2","6.7","0","0","0","0","1","3.7","0","0","0","0","0","0","0","NaN","2","8.3","1","7.7","1","5.6","0","0","1","4","0","0","0","0","2","7.4","0","0","1","7.7","0","0","0","0"
"34","NO SOY SUJETO DE CRÉDITO","8","5.7","4","3.9","4","10.5","3","3.8","5","8.2","0","0","0","0","2","5.4","4","12.9","2","7.4","0","0","1","2.3","5","11.1","2","7.7","4","16","3","10","0","0","0","0","1","3.7","0","0","0","0","0","0","0","NaN","3","12.5","0","0","1","5.6","0","0","0","0","4","14.8","0","0","0","0","3","8.8","0","0","0","0","1","20"
"35","NO CUBRE MIS NECESIDADES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","ES UN BANCO PARA GENTE RICA","3","2.1","3","2.9","0","0","3","3.8","0","0","0","0","0","0","1","2.7","2","6.5","0","0","1","4","2","4.5","0","0","0","0","0","0","0","0","0","0","2","15.4","0","0","0","0","1","6.7","0","0","0","NaN","3","12.5","0","0","0","0","0","0","0","0","0","0","0","0","3","11.1","0","0","0","0","0","0","0","0"
"37","POR LOS PLAZOS Y FRECUENCIA DE PAGOS","1","0.7","1","1","0","0","1","1.3","0","0","0","0","0","0","1","2.7","0","0","0","0","0","0","0","0","1","2.2","0","0","0","0","0","0","0","0","0","0","1","3.7","0","0","0","0","0","0","0","NaN","0","0","0","0","1","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9.1","0","0"
"38","","128","91.4","93","91.2","35","92.1","75","94.9","53","86.9","20","95.2","20","83.3","35","94.6","30","96.8","23","85.2","23","92","42","95.5","41","91.1","22","84.6","25","100","26","86.7","18","81.8","13","100","24","88.9","2","100","14","93.3","6","100","0","NaN","24","100","13","100","16","88.9","27","81.8","24","96","24","88.9","11","91.7","26","96.3","29","85.3","13","100","9","81.8","5","100"
"39","Total","140","100","102","100","38","100","79","100","61","100","21","100","24","100","37","100","31","100","27","100","25","100","44","100","45","100","26","100","25","100","30","100","22","100","13","100","27","100","2","100","15","100","6","100","0","NaN","24","100","13","100","18","100","33","100","25","100","27","100","12","100","27","100","34","100","13","100","11","100","5","100"
"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41","Banorte","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"42","LOS INTERESES SON ALTOS","18","39.1","12","34.3","6","54.5","10","45.5","8","33.3","1","12.5","3","25","4","57.1","7","70","3","33.3","2","33.3","6","42.9","6","42.9","4","33.3","1","10","6","100","1","100","1","33.3","0","0","1","33.3","7","63.6","0","0","1","50","5","38.5","1","25","1","100","5","50","5","35.7","1","25","3","50","5","29.4","3","37.5","0","0","1","100","0","0"
"43","NO ME DA CONFIANZA","6","13","5","14.3","1","9.1","2","9.1","4","16.7","2","25","2","16.7","0","0","1","10","1","11.1","1","16.7","1","7.1","2","14.3","2","16.7","3","30","0","0","0","0","0","0","1","25","1","33.3","0","0","1","16.7","0","0","2","15.4","0","0","0","0","2","20","1","7.1","1","25","0","0","3","17.6","2","25","0","0","0","0","0","0"
"44","FALTA INFORMACIÓN DEL BANCO","7","15.2","6","17.1","1","9.1","2","9.1","5","20.8","1","12.5","1","8.3","1","14.3","1","10","3","33.3","2","33.3","0","0","1","7.1","4","33.3","0","0","0","0","0","0","0","0","1","25","1","33.3","0","0","5","83.3","0","0","2","15.4","0","0","0","0","0","0","4","28.6","1","25","0","0","5","29.4","1","12.5","0","0","0","0","0","0"
"45","ME HAN DADO MALAS REFERENCIAS DEL BANCO","2","4.3","2","5.7","0","0","0","0","2","8.3","0","0","1","8.3","0","0","0","0","1","11.1","0","0","0","0","1","7.1","1","8.3","0","0","0","0","0","0","1","33.3","0","0","0","0","1","9.1","0","0","0","0","1","7.7","1","25","0","0","0","0","0","0","0","0","0","0","1","5.9","0","0","1","50","0","0","0","0"
"46","TIENE POCAS SUCURSALES/CAJEROS","4","8.7","2","5.7","2","18.2","2","9.1","2","8.3","1","12.5","2","16.7","0","0","0","0","1","11.1","0","0","3","21.4","0","0","1","8.3","1","10","0","0","0","0","1","33.3","1","25","0","0","0","0","0","0","1","50","2","15.4","0","0","0","0","0","0","2","14.3","0","0","0","0","2","11.8","0","0","0","0","0","0","0","0"
