"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","A27","B28","C29","D30","E31","F32","G33","H34","I35","J36","K37","L38","M39","N40","O41","P42","Q43","R44","S45","T46","U47","V48","W49","X50","Y51","Z52","A53","B54","C55","D56","E57","F58","G59","H60","I61","J62","K63","L64","M65","N66","O67","P68","Q69","R70","S71"
"47","MALA ATENCIÓN Y SERVICIO","6","13","6","17.1","0","0","5","22.7","1","4.2","3","37.5","2","16.7","0","0","1","10","0","0","0","0","1","7.1","4","28.6","1","8.3","4","40","0","0","0","0","0","0","0","0","0","0","2","18.2","0","0","0","0","0","0","1","25","0","0","2","20","3","21.4","0","0","3","50","1","5.9","1","12.5","1","50","0","0","0","0"
"48","NO SABE/NO CONTESTO","1","2.2","0","0","1","9.1","1","4.5","0","0","0","0","1","8.3","0","0","0","0","0","0","1","16.7","0","0","0","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","25","0","0","0","0","0","0","0","0","0","0","0","0"
"49","NO TENGO PROBLEMA, SI LO SOLICITARIA","2","4.3","2","5.7","0","0","1","4.5","1","4.2","0","0","0","0","1","14.3","1","10","0","0","0","0","2","14.3","0","0","0","0","0","0","0","0","0","0","0","0","1","25","0","0","1","9.1","0","0","0","0","0","0","1","25","0","0","1","10","0","0","0","0","0","0","0","0","1","12.5","0","0","0","0","1","100"
"50","COBRAN MUCHAS COMISIONES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","PIDEN MUCHOS REQUISITOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","NO ME INTERESA UN CRÉDITO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","NO ME GUSTA EL BANCO","1","2.2","1","2.9","0","0","0","0","1","4.2","0","0","0","0","1","14.3","0","0","0","0","0","0","1","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","33.3","0","0","0","0","0","0","1","7.7","0","0","0","0","0","0","0","0","0","0","0","0","1","5.9","0","0","0","0","0","0","0","0"
"54","NO SOY SUJETO DE CRÉDITO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","NO CUBRE MIS NECESIDADES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","ES UN BANCO PARA GENTE RICA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","POR LOS PLAZOS Y FRECUENCIA DE PAGOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","","45","97.8","34","97.1","11","100","21","95.5","24","100","8","100","12","100","7","100","9","90","9","100","6","100","14","100","14","100","11","91.7","10","100","6","100","0","0","3","100","4","100","2","66.7","11","100","6","100","2","100","13","100","4","100","0","0","10","100","13","92.9","4","100","6","100","16","94.1","8","100","2","100","0","0","0","0"
"59","Total","46","100","35","100","11","100","22","100","24","100","8","100","12","100","7","100","10","100","9","100","6","100","14","100","14","100","12","100","10","100","6","100","1","100","3","100","4","100","3","100","11","100","6","100","2","100","13","100","4","100","1","100","10","100","14","100","4","100","6","100","17","100","8","100","2","100","1","100","1","100"
"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61","Bancomer","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"62","LOS INTERESES SON ALTOS","31","41.9","21","46.7","10","34.5","16","51.6","15","34.9","5","55.6","6","46.2","4","26.7","12","54.5","4","26.7","6","31.6","8","53.3","11","39.3","6","50","2","40","4","66.7","0","0","4","36.4","2","18.2","6","50","5","55.6","8","53.3","0","0","4","20","8","72.7","3","33.3","8","61.5","7","43.8","1","20","4","40","4","28.6","3","60","2","66.7","3","42.9","5","83.3"
"63","NO ME DA CONFIANZA","1","1.4","1","2.2","0","0","1","3.2","0","0","0","0","0","0","0","0","1","4.5","0","0","0","0","0","0","1","3.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11.1","0","0","0","0","0","0","0","0","0","0","1","7.7","0","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0"
"64","FALTA INFORMACIÓN DEL BANCO","1","1.4","1","2.2","0","0","1","3.2","0","0","0","0","0","0","0","0","0","0","1","6.7","0","0","0","0","1","3.6","0","0","0","0","1","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7.7","0","0","0","0","0","0","0","0","1","20","0","0","0","0","0","0"
"65","ME HAN DADO MALAS REFERENCIAS DEL BANCO","1","1.4","1","2.2","0","0","1","3.2","0","0","0","0","0","0","0","0","1","4.5","0","0","0","0","0","0","1","3.6","0","0","0","0","0","0","0","0","1","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7.7","0","0","0","0","0","0","0","0","1","20","0","0","0","0","0","0"
"66","TIENE POCAS SUCURSALES/CAJEROS","4","5.4","3","6.7","1","3.4","1","3.2","3","7","0","0","0","0","1","6.7","2","9.1","1","6.7","3","15.8","0","0","1","3.6","0","0","0","0","0","0","2","50","0","0","2","18.2","0","0","0","0","0","0","0","0","2","10","0","0","2","22.2","0","0","0","0","0","0","0","0","2","14.3","0","0","0","0","1","14.3","0","0"
"67","MALA ATENCIÓN Y SERVICIO","12","16.2","7","15.6","5","17.2","4","12.9","8","18.6","4","44.4","2","15.4","2","13.3","1","4.5","3","20","1","5.3","2","13.3","4","14.3","5","41.7","2","40","1","16.7","0","0","1","9.1","3","27.3","2","16.7","1","11.1","2","13.3","0","0","4","20","0","0","3","33.3","0","0","3","18.8","2","40","2","20","3","21.4","0","0","0","0","2","28.6","0","0"
"68","NO SABE/NO CONTESTO","1","1.4","0","0","1","3.4","0","0","1","2.3","0","0","0","0","1","6.7","0","0","0","0","0","0","1","6.7","0","0","0","0","0","0","0","0","0","0","1","9.1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","NO TENGO PROBLEMA, SI LO SOLICITARIA","5","6.8","1","2.2","4","13.8","1","3.2","4","9.3","0","0","2","15.4","2","13.3","1","4.5","0","0","3","15.8","1","6.7","1","3.6","0","0","0","0","0","0","0","0","1","9.1","0","0","1","8.3","0","0","3","20","0","0","1","5","0","0","0","0","1","7.7","3","18.8","0","0","0","0","1","7.1","0","0","0","0","0","0","0","0"
"70","COBRAN MUCHAS COMISIONES","1","1.4","0","0","1","3.4","0","0","1","2.3","0","0","0","0","0","0","0","0","1","6.7","0","0","0","0","1","3.6","0","0","0","0","0","0","0","0","0","0","0","0","1","8.3","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","PIDEN MUCHOS REQUISITOS","10","13.5","6","13.3","4","13.8","1","3.2","9","20.9","0","0","1","7.7","2","13.3","4","18.2","3","20","3","15.8","1","6.7","6","21.4","0","0","0","0","0","0","2","50","1","9.1","2","18.2","1","8.3","1","11.1","3","20","0","0","3","15","2","18.2","1","11.1","0","0","3","18.8","1","20","1","10","4","28.6","0","0","0","0","1","14.3","0","0"
"72","NO ME INTERESA UN CRÉDITO","1","1.4","1","2.2","0","0","1","3.2","0","0","0","0","0","0","1","6.7","0","0","0","0","1","5.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","100","1","5","0","0","0","0","0","0","0","0","0","0","0","0","1","7.1","0","0","0","0","0","0","0","0"
"73","NO ME GUSTA EL BANCO","5","6.8","2","4.4","3","10.3","3","9.7","2","4.7","0","0","2","15.4","1","6.7","1","4.5","1","6.7","2","10.5","1","6.7","2","7.1","0","0","1","20","0","0","0","0","1","9.1","2","18.2","1","8.3","0","0","0","0","0","0","2","10","0","0","0","0","1","7.7","1","6.2","1","20","2","20","0","0","0","0","0","0","0","0","0","0"
"74","NO SOY SUJETO DE CRÉDITO","1","1.4","1","2.2","0","0","0","0","1","2.3","0","0","0","0","1","6.7","0","0","0","0","0","0","1","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6.7","0","0","0","0","1","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16.7"
"75","NO CUBRE MIS NECESIDADES","1","1.4","1","2.2","0","0","0","0","1","2.3","0","0","0","0","1","6.7","0","0","0","0","1","5.3","0","0","0","0","0","0","0","0","0","0","0","0","1","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6.2","0","0","0","0","0","0","0","0","1","33.3","0","0","0","0"
"76","ES UN BANCO PARA GENTE RICA","1","1.4","0","0","1","3.4","1","3.2","0","0","0","0","0","0","0","0","0","0","1","6.7","0","0","0","0","0","0","1","8.3","0","0","0","0","0","0","0","0","0","0","0","0","1","11.1","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","POR LOS PLAZOS Y FRECUENCIA DE PAGOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","","72","97.3","44","97.8","28","96.6","31","100","41","95.3","9","100","13","100","14","93.3","21","95.5","15","100","18","94.7","15","100","27","96.4","12","100","5","100","6","100","4","100","11","100","11","100","12","100","9","100","13","86.7","0","0","20","100","11","100","9","100","13","100","14","87.5","5","100","10","100","13","92.9","5","100","3","100","7","100","6","100"
"79","Total","74","100","45","100","29","100","31","100","43","100","9","100","13","100","15","100","22","100","15","100","19","100","15","100","28","100","12","100","5","100","6","100","4","100","11","100","11","100","12","100","9","100","15","100","1","100","20","100","11","100","9","100","13","100","16","100","5","100","10","100","14","100","5","100","3","100","7","100","6","100"
"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81","HSBC","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"82","LOS INTERESES SON ALTOS","46","43.4","29","41.4","17","47.2","27","45.8","19","40.4","4","26.7","12","46.2","8","50","9","37.5","13","52","4","28.6","14","37.8","19","51.4","9","50","9","50","0","0","1","12.5","3","25","13","54.2","1","20","13","52","4","66.7","2","33.3","4","33.3","7","50","7","35","15","53.6","10","43.5","3","33.3","4","36.4","4","23.5","2","40","7","87.5","6","42.9","6","40"
"83","NO ME DA CONFIANZA","10","9.4","8","11.4","2","5.6","5","8.5","5","10.6","4","26.7","2","7.7","0","0","2","8.3","2","8","1","7.1","6","16.2","1","2.7","2","11.1","0","0","1","50","1","12.5","1","8.3","1","4.2","2","40","4","16","0","0","0","0","0","0","1","7.1","1","5","3","10.7","5","21.7","0","0","3","27.3","3","17.6","1","20","0","0","0","0","1","6.7"
"84","FALTA INFORMACIÓN DEL BANCO","10","9.4","8","11.4","2","5.6","4","6.8","6","12.8","1","6.7","2","7.7","3","18.8","1","4.2","3","12","1","7.1","5","13.5","3","8.1","1","5.6","4","22.2","0","0","0","0","1","8.3","0","0","2","40","2","8","0","0","1","16.7","1","8.3","1","7.1","1","5","4","14.3","2","8.7","1","11.1","0","0","3","17.6","1","20","0","0","2","14.3","2","13.3"
"85","ME HAN DADO MALAS REFERENCIAS DEL BANCO","6","5.7","4","5.7","2","5.6","5","8.5","1","2.1","0","0","3","11.5","2","12.5","1","4.2","0","0","2","14.3","3","8.1","1","2.7","0","0","0","0","0","0","0","0","1","8.3","2","8.3","0","0","2","8","1","16.7","0","0","3","25","1","7.1","2","10","0","0","0","0","0","0","0","0","2","11.8","0","0","0","0","0","0","2","13.3"
"86","TIENE POCAS SUCURSALES/CAJEROS","5","4.7","3","4.3","2","5.6","3","5.1","2","4.3","1","6.7","1","3.8","0","0","2","8.3","1","4","1","7.1","2","5.4","2","5.4","0","0","1","5.6","1","50","0","0","0","0","1","4.2","0","0","2","8","0","0","0","0","1","8.3","0","0","0","0","1","3.6","2","8.7","1","11.1","0","0","3","17.6","0","0","0","0","0","0","0","0"
"87","MALA ATENCIÓN Y SERVICIO","13","12.3","11","15.7","2","5.6","5","8.5","8","17","3","20","5","19.2","3","18.8","2","8.3","0","0","2","14.3","4","10.8","3","8.1","4","22.2","2","11.1","0","0","2","25","0","0","4","16.7","2","40","3","12","0","0","0","0","1","8.3","1","7.1","3","15","4","14.3","4","17.4","0","0","3","27.3","2","11.8","0","0","1","12.5","2","14.3","3","20"
"88","NO SABE/NO CONTESTO","2","1.9","2","2.9","0","0","0","0","2","4.3","0","0","0","0","0","0","1","4.2","1","4","0","0","1","2.7","0","0","1","5.6","0","0","0","0","0","0","0","0","1","4.2","0","0","0","0","1","16.7","0","0","0","0","1","7.1","1","5","0","0","0","0","0","0","0","0","0","0","0","0","1","12.5","1","7.1","0","0"
"89","NO TENGO PROBLEMA, SI LO SOLICITARIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","COBRAN MUCHAS COMISIONES","5","4.7","4","5.7","1","2.8","2","3.4","3","6.4","0","0","2","7.7","1","6.2","1","4.2","1","4","0","0","2","5.4","1","2.7","2","11.1","0","0","0","0","0","0","4","33.3","1","4.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3.6","4","17.4","0","0","2","18.2","0","0","0","0","1","12.5","1","7.1","0","0"
"91","PIDEN MUCHOS REQUISITOS","7","6.6","4","5.7","3","8.3","4","6.8","3","6.4","0","0","0","0","1","6.2","1","4.2","5","20","2","14.3","1","2.7","3","8.1","1","5.6","0","0","0","0","2","25","1","8.3","3","12.5","0","0","1","4","0","0","0","0","1","8.3","0","0","4","20","0","0","1","4.3","1","11.1","0","0","2","11.8","0","0","0","0","2","14.3","0","0"
"92","NO ME INTERESA UN CRÉDITO","5","4.7","4","5.7","1","2.8","1","1.7","4","8.5","1","6.7","3","11.5","0","0","1","4.2","0","0","1","7.1","1","2.7","3","8.1","0","0","1","5.6","0","0","1","12.5","0","0","0","0","0","0","0","0","0","0","3","50","1","8.3","2","14.3","1","5","0","0","0","0","1","11.1","0","0","1","5.9","0","0","0","0","1","7.1","2","13.3"
"93","NO ME GUSTA EL BANCO","3","2.8","2","2.9","1","2.8","3","5.1","0","0","0","0","0","0","1","6.2","1","4.2","1","4","1","7.1","1","2.7","1","2.7","0","0","0","0","0","0","2","25","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","5","2","7.1","0","0","0","0","0","0","0","0","1","20","0","0","1","7.1","0","0"
"94","NO SOY SUJETO DE CRÉDITO","2","1.9","0","0","2","5.6","1","1.7","1","2.1","0","0","1","3.8","0","0","1","4.2","0","0","0","0","0","0","2","5.4","0","0","2","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8.3","0","0","0","0","0","0","0","0","1","11.1","0","0","0","0","0","0","0","0","0","0","0","0"
"95","NO CUBRE MIS NECESIDADES","1","0.9","0","0","1","2.8","1","1.7","0","0","1","6.7","0","0","0","0","0","0","0","0","0","0","1","2.7","0","0","0","0","1","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","ES UN BANCO PARA GENTE RICA","3","2.8","0","0","3","8.3","2","3.4","1","2.1","0","0","0","0","0","0","2","8.3","1","4","1","7.1","0","0","2","5.4","0","0","0","0","0","0","0","0","3","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3.6","1","4.3","1","11.1","0","0","0","0","0","0","0","0","0","0","0","0"
"97","POR LOS PLAZOS Y FRECUENCIA DE PAGOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","","94","88.7","61","87.1","33","91.7","55","93.2","39","83","15","100","21","80.8","13","81.2","23","95.8","22","88","12","85.7","33","89.2","33","89.2","16","88.9","16","88.9","2","100","7","87.5","10","83.3","22","91.7","3","60","22","88","6","100","6","100","11","91.7","14","100","18","90","25","89.3","17","73.9","9","100","10","90.9","14","82.4","5","100","6","75","12","85.7","14","93.3"
"99","Total","106","100","70","100","36","100","59","100","47","100","15","100","26","100","16","100","24","100","25","100","14","100","37","100","37","100","18","100","18","100","2","100","8","100","12","100","24","100","5","100","25","100","6","100","6","100","12","100","14","100","20","100","28","100","23","100","9","100","11","100","17","100","5","100","8","100","14","100","15","100"
